"Key","word","n"
"1945:Anchors Aweigh","love",2
"1945:Mildred Pierce","love",3
"1945:Spellbound","love",6
"1946:Great Expectations","love",4
"1946:It's a Wonderful Life","love",2
"1946:The Best Years of Our Lives","love",1
"1947:Gentleman's Agreement","love",1
"1947:The Bishop's Wife","love",3
"1948:Hamlet","love",1
"1948:Johnny Belinda","love",1
"1948:The Red Shoes","love",2
"1950:All About Eve","love",2
"1950:Father of the Bride","love",2
"1950:King Solomon's Mines","love",1
"1950:Sunset Blvd.","love",3
"1951:A Place in the Sun","love",3
"1951:An American in Paris","love",3
"1952:Ivanhoe","love",9
"1952:The Quiet Man","love",1
"1953:From Here to Eternity","love",2
"1953:Roman Holiday","love",2
"1954:On the Waterfront","love",1
"1954:Seven Brides for Seven Brothers","love",6
"1954:Three Coins in the Fountain","love",4
"1956:Giant","love",3
"1956:The King and I","love",2
"1956:The Ten Commandments","love",4
"1957:The Bridge on the River Kwai","love",1
"1958:Cat on a Hot Tin Roof","love",3
"1959:Anatomy of a Murder","love",1
"1960:The Alamo","love",1
"1960:The Apartment","love",3
"1961:The Guns of Navarone","love",1
"1961:West Side Story","love",11
"1962:The Music Man","love",3
"1964:Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","love",1
"1965:Doctor Zhivago","love",2
"1965:The Sound of Music","love",5
"1966:The Russians Are Coming the Russians Are Coming","love",1
"1966:The Sand Pebbles","love",1
"1967:Doctor Dolittle","love",1
"1967:Guess Who's Coming to Dinner","love",2
"1967:The Graduate","love",3
"1968:Oliver!","love",3
"1968:Rachel, Rachel","love",3
"1969:Hello, Dolly!","love",1
"1970:Airport","love",1
"1970:Five Easy Pieces","love",2
"1970:Love Story","love",3
"1970:M.A.S.H.","love",3
"1971:Fiddler on the Roof","love",6
"1971:The Last Picture Show","love",2
"1972:Cabaret","love",4
"1972:Sounder","love",1
"1972:The Godfather","love",1
"1973:American Graffiti","love",2
"1974:Lenny","love",1
"1974:The Godfather: Part II","love",1
"1975:Barry Lyndon","love",3
"1975:Nashville","love",7
"1976:Rocky","love",1
"1976:Taxi Driver","love",1
"1977:Annie Hall","love",2
"1977:The Goodbye Girl","love",2
"1979:Kramer vs. Kramer","love",3
"1979:Norma Rae","love",2
"1980:Atlantic City, USA","love",3
"1980:Coal Miner's Daughter","love",5
"1981:Chariots of Fire","love",1
"1981:On Golden Pond","love",1
"1982:E.T. the Extra-Terrestrial","love",1
"1982:Gandhi","love",1
"1982:Tootsie","love",6
"1983:Terms of Endearment","love",6
"1983:The Big Chill","love",1
"1983:The Dresser","love",2
"1984:A Soldier's Story","love",1
"1984:Amadeus","love",1
"1984:Places in the Heart","love",6
"1985:A Room with a View","love",1
"1985:Kiss of the Spider Woman","love",5
"1985:Out of Africa","love",2
"1985:The Color Purple","love",1
"1987:Broadcast News","love",1
"1987:Moonstruck","love",10
"1987:The Last Emperor","love",1
"1988:Dangerous Liaisons","love",3
"1988:Mississippi Burning","love",1
"1988:Rain Man","love",1
"1989:Born on the Fourth of July","love",3
"1989:Field of Dreams","love",1
"1990:Dances with Wolves","love",1
"1990:Ghost","love",1
"1990:Goodfellas","love",2
"1990:The Godfather Part III","love",2
"1991:Beauty and the Beast","love",8
"1991:Bugsy","love",3
"1993:The Fugitive","love",1
"1993:The Piano","love",4
"1993:The Remains of the Day","love",1
"1994:Forrest Gump","love",1
"1994:Four Weddings and a Funeral","love",6
"1994:Il Postino","love",1
"1994:Pulp Fiction","love",1
"1994:The Shawshank Redemption","love",1
"1995:Braveheart","love",1
"1995:Sense and Sensibility","love",3
"1996:Jerry Maguire","love",3
"1996:The English Patient","love",3
"1997:The Full Monty","love",1
"1998:Saving Private Ryan","love",1
"1998:Shakespeare in Love","love",5
"1998:The Thin Red Line","love",1
"1999:American Beauty","love",1
"1999:The Green Mile","love",5
"1999:The Sixth Sense","love",1
"2000:Chocolat","love",2
"2000:Crouching Tiger, Hidden Dragon","love",3
"2000:Gladiator","love",2
"2001:A Beautiful Mind","love",1
"2001:Moulin Rouge!","love",15
"2002:The Hours","love",2
"2003:Mystic River","love",8
"2003:Seabiscuit","love",1
"2003:The Lord of the Rings: The Return of the King","love",3
"2004:Crash","love",2
"2004:Million Dollar Baby","love",3
"2004:Ray","love",2
"2004:The Aviator","love",1
"2005:Brokeback Mountain","love",2
"2005:Munich","love",1
"2006:Babel","love",2
"2006:Little Miss Sunshine","love",1
"2007:Atonement","love",8
"2007:Juno","love",6
"2007:No Country for Old Men","love",1
"2008:Milk","love",6
"2008:Slumdog Millionaire","love",1
"2008:The Curious Case of Benjamin Button","love",12
"2008:The Hurt Locker","love",1
"2008:The Reader","love",1
"2009:A Serious Man","love",2
"2009:An Education","love",1
"2009:Precious","love",10
"2010:Black Swan","love",2
"2010:Inception","love",4
"2010:The Fighter","love",1
"2010:The Kids Are All Right","love",2
"2010:Toy Story 3","love",7
"2011:Hugo","love",1
"2011:Midnight in Paris","love",4
"2011:The Artist","love",3
"2011:The Descendants","love",3
"2011:The Tree of Life","love",2
"2012:Beasts of the Southern Wild","love",1
"2012:Django Unchained","love",1
"2012:Les Misérables","love",5
"2012:Life of Pi","love",1
"2012:Silver Linings Playbook","love",1
"2013:American Hustle","love",16
"2013:Captain Phillips","love",1
"2013:Dallas Buyers Club","love",1
"2013:Her","love",5
"2013:The Wolf of Wall Street","love",4
"2014:Birdman or (The Unexpected Virtue of Ignorance)","love",2
"2014:Boyhood","love",1
"2014:The Grand Budapest Hotel","love",2
"2014:The Imitation Game","love",10
"2015:Brooklyn","love",5
"2015:Room","love",1
"2015:The Martian","love",1
"2016:Arrival","love",1
"2016:Fences","love",3
"2016:La La Land","love",10
"2016:Lion","love",1
"2016:Moonlight","love",2
"2017:Call Me by Your Name","love",3
"2017:Darkest Hour","love",1
"2017:Get Out","love",2
"2017:Lady Bird","love",2
"2017:The Shape of Water","love",3
"2017:Three Billboards Outside Ebbing, Missouri","love",2
"2018:A Star Is Born","love",4
"2018:BlacKkKlansman","love",1
"2018:Bohemian Rhapsody","love",2
"2018:Roma","love",1
"2018:The Favourite","love",1
"2019:Jojo Rabbit","love",6
"2019:Little Women","love",1
"2019:Marriage Story","love",3
"2019:Parasite","love",1
"1939:Dark Victory","marri",3
"1939:Gone with the Wind","marri",12
"1939:Goodbye, Mr. Chips","marri",1
"1940:Our Town","marri",3
"1940:Rebecca","marri",1
"1940:The Philadelphia Story","marri",2
"1941:Citizen Kane","marri",3
"1941:Sergeant York","marri",3
"1942:Kings Row","marri",4
"1942:Mrs. Miniver","marri",4
"1942:Random Harvest","marri",3
"1944:Since You Went Away","marri",1
"1945:Mildred Pierce","marri",3
"1945:Spellbound","marri",1
"1946:Great Expectations","marri",1
"1946:It's a Wonderful Life","marri",3
"1946:The Best Years of Our Lives","marri",3
"1947:The Bishop's Wife","marri",1
"1948:Hamlet","marri",1
"1948:Johnny Belinda","marri",2
"1948:The Red Shoes","marri",1
"1951:A Place in the Sun","marri",2
"1951:A Streetcar Named Desire","marri",1
"1951:An American in Paris","marri",1
"1952:High Noon","marri",1
"1952:The Quiet Man","marri",3
"1953:From Here to Eternity","marri",1
"1954:Seven Brides for Seven Brothers","marri",1
"1954:Three Coins in the Fountain","marri",5
"1955:Picnic","marri",1
"1956:Giant","marri",4
"1956:The Ten Commandments","marri",3
"1958:Cat on a Hot Tin Roof","marri",1
"1960:The Alamo","marri",1
"1962:The Music Man","marri",2
"1963:America, America","marri",1
"1965:The Sound of Music","marri",1
"1966:A Man for All Seasons","marri",1
"1966:The Sand Pebbles","marri",1
"1966:Who's Afraid of Virginia Woolf?","marri",3
"1967:Guess Who's Coming to Dinner","marri",2
"1967:The Graduate","marri",5
"1968:Rachel, Rachel","marri",1
"1969:Hello, Dolly!","marri",4
"1970:Love Story","marri",1
"1971:Fiddler on the Roof","marri",7
"1971:The Last Picture Show","marri",5
"1972:Cabaret","marri",5
"1972:The Godfather","marri",4
"1974:Chinatown","marri",1
"1974:Lenny","marri",1
"1974:The Godfather: Part II","marri",1
"1975:Barry Lyndon","marri",5
"1975:Nashville","marri",1
"1978:Heaven Can Wait","marri",1
"1978:The Deer Hunter","marri",1
"1979:Breaking Away","marri",1
"1979:Norma Rae","marri",2
"1980:Atlantic City, USA","marri",1
"1980:Coal Miner's Daughter","marri",5
"1980:Raging Bull","marri",3
"1981:Chariots of Fire","marri",1
"1981:On Golden Pond","marri",2
"1982:The Verdict","marri",1
"1983:Tender Mercies","marri",1
"1983:Terms of Endearment","marri",2
"1983:The Big Chill","marri",1
"1985:The Color Purple","marri",1
"1985:Witness","marri",1
"1986:Hannah and Her Sisters","marri",1
"1987:Fatal Attraction","marri",1
"1987:Moonstruck","marri",2
"1987:The Last Emperor","marri",1
"1989:Born on the Fourth of July","marri",1
"1989:Driving Miss Daisy","marri",1
"1990:Dances with Wolves","marri",1
"1990:Goodfellas","marri",1
"1991:Beauty and the Beast","marri",2
"1992:Unforgiven","marri",2
"1993:The Piano","marri",1
"1993:The Remains of the Day","marri",1
"1994:Forrest Gump","marri",1
"1994:Four Weddings and a Funeral","marri",10
"1994:Il Postino","marri",1
"1995:Braveheart","marri",1
"1995:Sense and Sensibility","marri",2
"1996:Fargo","marri",1
"1996:Jerry Maguire","marri",2
"1996:The English Patient","marri",1
"1997:Life Is Beautiful","marri",1
"1998:Shakespeare in Love","marri",3
"2000:Gladiator","marri",1
"2001:A Beautiful Mind","marri",1
"2002:The Hours","marri",1
"2002:The Pianist","marri",1
"2003:Mystic River","marri",2
"2003:Seabiscuit","marri",1
"2003:The Lord of the Rings: The Return of the King","marri",2
"2004:Ray","marri",1
"2004:Sideways","marri",3
"2005:Brokeback Mountain","marri",2
"2005:Good Night, and Good Luck.","marri",4
"2007:Atonement","marri",2
"2007:No Country for Old Men","marri",1
"2007:There Will Be Blood","marri",1
"2008:The Curious Case of Benjamin Button","marri",1
"2008:The Reader","marri",1
"2009:An Education","marri",3
"2009:Avatar","marri",1
"2009:Up","marri",1
"2009:Up in the Air","marri",4
"2010:The King's Speech","marri",4
"2010:True Grit","marri",1
"2011:The Help","marri",4
"2012:Les Misérables","marri",1
"2013:12 Years a Slave","marri",2
"2013:American Hustle","marri",1
"2013:Her","marri",1
"2013:The Wolf of Wall Street","marri",2
"2014:American Sniper","marri",3
"2014:Boyhood","marri",1
"2014:The Imitation Game","marri",2
"2014:The Theory of Everything","marri",2
"2015:Brooklyn","marri",7
"2015:The Martian","marri",1
"2016:Fences","marri",3
"2016:Hacksaw Ridge","marri",3
"2016:Hidden Figures","marri",2
"2016:La La Land","marri",1
"2016:Lion","marri",1
"2016:Moonlight","marri",1
"2017:Lady Bird","marri",1
"2017:The Shape of Water","marri",1
"2018:A Star Is Born","marri",1
"2018:Roma","marri",1
"2018:The Favourite","marri",3
"2019:Little Women","marri",4
"2019:Marriage Story","marri",1
"2019:Once Upon a Time... In Hollywood","marri",1
"2019:The Irishman","marri",1
"1939:Dark Victory","mean",3
"1940:Rebecca","mean",1
"1941:Citizen Kane","mean",3
"1941:Sergeant York","mean",2
"1944:Double Indemnity","mean",1
"1945:Spellbound","mean",1
"1946:It's a Wonderful Life","mean",2
"1947:The Bishop's Wife","mean",1
"1952:The Quiet Man","mean",1
"1956:The Ten Commandments","mean",1
"1966:The Russians Are Coming the Russians Are Coming","mean",1
"1967:Doctor Dolittle","mean",1
"1967:Guess Who's Coming to Dinner","mean",1
"1969:Z","mean",1
"1970:Love Story","mean",2
"1974:The Godfather: Part II","mean",1
"1975:Barry Lyndon","mean",1
"1976:Rocky","mean",1
"1982:Gandhi","mean",1
"1982:Tootsie","mean",1
"1983:Tender Mercies","mean",1
"1984:Amadeus","mean",1
"1988:Mississippi Burning","mean",3
"1989:Dead Poets Society","mean",1
"1989:Field of Dreams","mean",1
"1990:Dances with Wolves","mean",1
"1990:The Godfather Part III","mean",1
"1992:A Few Good Men","mean",2
"1992:Unforgiven","mean",2
"1993:In the Name of the Father","mean",1
"1993:Schindler's List","mean",1
"1995:Braveheart","mean",1
"1996:Fargo","mean",1
"1997:L.A. Confidential","mean",1
"1999:The Green Mile","mean",1
"2004:Million Dollar Baby","mean",2
"2006:Babel","mean",1
"2007:Michael Clayton","mean",1
"2008:Milk","mean",6
"2008:The Reader","mean",1
"2009:Avatar","mean",2
"2009:Precious","mean",2
"2009:Up in the Air","mean",1
"2011:The Descendants","mean",1
"2012:Life of Pi","mean",1
"2012:Zero Dark Thirty","mean",2
"2013:12 Years a Slave","mean",1
"2013:American Hustle","mean",1
"2014:The Imitation Game","mean",2
"2014:The Theory of Everything","mean",1
"2015:Mad Max: Fury Road","mean",1
"2015:Room","mean",3
"2015:Spotlight","mean",2
"2015:The Big Short","mean",1
"2015:The Martian","mean",1
"2016:Arrival","mean",1
"2016:Hell or High Water","mean",1
"2016:Hidden Figures","mean",1
"2016:La La Land","mean",3
"2016:Lion","mean",1
"2017:Darkest Hour","mean",3
"2017:The Post","mean",2
"2018:Roma","mean",1
"2019:Marriage Story","mean",1
"2019:Once Upon a Time... In Hollywood","mean",2
"1939:Dark Victory","month",3
"1939:Gone with the Wind","month",5
"1940:The Great Dictator","month",1
"1941:49th Parallel","month",1
"1942:Mrs. Miniver","month",1
"1943:Watch on the Rhine","month",1
"1945:Anchors Aweigh","month",1
"1946:It's a Wonderful Life","month",1
"1948:Hamlet","month",2
"1950:Sunset Blvd.","month",1
"1952:The Quiet Man","month",1
"1953:From Here to Eternity","month",1
"1955:Mister Roberts","month",1
"1958:Cat on a Hot Tin Roof","month",1
"1962:Mutiny on the Bounty","month",2
"1963:Cleopatra","month",3
"1964:Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","month",1
"1965:Doctor Zhivago","month",1
"1969:Z","month",1
"1970:M.A.S.H.","month",2
"1971:A Clockwork Orange","month",1
"1971:Fiddler on the Roof","month",1
"1971:The Last Picture Show","month",3
"1972:The Godfather","month",1
"1974:Chinatown","month",1
"1978:Midnight Express","month",2
"1979:Kramer vs. Kramer","month",2
"1980:Coal Miner's Daughter","month",6
"1980:Raging Bull","month",1
"1981:On Golden Pond","month",1
"1983:Terms of Endearment","month",1
"1984:Places in the Heart","month",1
"1984:The Killing Fields","month",1
"1985:The Color Purple","month",1
"1986:Hannah and Her Sisters","month",2
"1987:Moonstruck","month",1
"1987:The Last Emperor","month",1
"1988:Mississippi Burning","month",1
"1988:Rain Man","month",1
"1989:Born on the Fourth of July","month",2
"1990:Goodfellas","month",2
"1992:A Few Good Men","month",2
"1992:Unforgiven","month",1
"1993:The Fugitive","month",1
"1994:Il Postino","month",1
"1994:The Shawshank Redemption","month",4
"1995:Apollo 13","month",1
"1996:Fargo","month",3
"1996:Jerry Maguire","month",1
"1997:L.A. Confidential","month",1
"2000:Traffic","month",1
"2002:Gangs of New York","month",1
"2002:The Pianist","month",1
"2003:Master and Commander: The Far Side of the World","month",1
"2003:Mystic River","month",3
"2004:Ray","month",1
"2004:The Aviator","month",1
"2006:Little Miss Sunshine","month",2
"2006:The Queen","month",2
"2007:Atonement","month",4
"2008:The Curious Case of Benjamin Button","month",2
"2008:The Hurt Locker","month",2
"2008:The Reader","month",1
"2009:Avatar","month",1
"2009:District 9","month",1
"2010:The Fighter","month",1
"2010:The Social Network","month",2
"2010:True Grit","month",1
"2012:Argo","month",1
"2012:Les Misérables","month",2
"2012:Lincoln","month",1
"2012:Silver Linings Playbook","month",1
"2012:Zero Dark Thirty","month",1
"2013:American Hustle","month",1
"2013:Dallas Buyers Club","month",4
"2013:The Wolf of Wall Street","month",5
"2014:Birdman or (The Unexpected Virtue of Ignorance)","month",1
"2014:Boyhood","month",1
"2014:The Imitation Game","month",4
"2015:Brooklyn","month",2
"2015:Mad Max: Fury Road","month",1
"2015:Room","month",1
"2015:Spotlight","month",2
"2015:The Martian","month",4
"2016:Arrival","month",1
"2016:Fences","month",5
"2016:Hell or High Water","month",2
"2016:Hidden Figures","month",1
"2016:La La Land","month",3
"2016:Lion","month",2
"2016:Manchester by the Sea","month",1
"2017:All the Money in the World","month",1
"2017:Darkest Hour","month",1
"2017:Three Billboards Outside Ebbing, Missouri","month",2
"2018:A Star Is Born","month",1
"2018:Green Book","month",2
"2019:Once Upon a Time... In Hollywood","month",1
"1939:Dark Victory","move",3
"1939:Gone with the Wind","move",4
"1939:The Wizard of Oz","move",1
"1940:Our Town","move",1
"1941:49th Parallel","move",1
"1941:Citizen Kane","move",1
"1941:Sergeant York","move",3
"1942:Kings Row","move",1
"1942:Mrs. Miniver","move",1
"1944:Since You Went Away","move",3
"1946:It's a Wonderful Life","move",2
"1947:The Bishop's Wife","move",2
"1949:Battleground","move",1
"1950:All About Eve","move",1
"1950:Father of the Bride","move",1
"1950:King Solomon's Mines","move",1
"1950:Sunset Blvd.","move",1
"1951:A Streetcar Named Desire","move",3
"1952:The Quiet Man","move",1
"1954:Three Coins in the Fountain","move",1
"1955:Mister Roberts","move",4
"1956:The Ten Commandments","move",1
"1957:12 Angry Men","move",1
"1960:The Apartment","move",2
"1961:The Guns of Navarone","move",1
"1961:West Side Story","move",1
"1962:The Music Man","move",1
"1964:My Fair Lady","move",1
"1965:Doctor Zhivago","move",2
"1967:Bonnie and Clyde","move",1
"1967:Doctor Dolittle","move",1
"1967:Guess Who's Coming to Dinner","move",1
"1969:Midnight Cowboy","move",1
"1970:Airport","move",3
"1970:M.A.S.H.","move",3
"1970:Patton","move",1
"1971:A Clockwork Orange","move",1
"1971:Fiddler on the Roof","move",2
"1971:The French Connection","move",2
"1972:Deliverance","move",1
"1972:The Godfather","move",5
"1973:The Exorcist","move",1
"1974:Chinatown","move",1
"1974:Lenny","move",2
"1974:The Godfather: Part II","move",3
"1974:The Towering Inferno","move",1
"1976:Rocky","move",2
"1977:Annie Hall","move",1
"1977:Star Wars: Episode IV - A New Hope","move",2
"1977:The Goodbye Girl","move",1
"1978:Heaven Can Wait","move",1
"1978:Midnight Express","move",1
"1978:The Deer Hunter","move",2
"1979:Breaking Away","move",1
"1979:Kramer vs. Kramer","move",1
"1980:Coal Miner's Daughter","move",1
"1980:Raging Bull","move",1
"1981:On Golden Pond","move",3
"1982:The Verdict","move",2
"1982:Tootsie","move",1
"1983:The Right Stuff","move",1
"1984:Places in the Heart","move",3
"1984:The Killing Fields","move",2
"1985:Out of Africa","move",1
"1985:The Color Purple","move",1
"1986:The Mission","move",1
"1987:Fatal Attraction","move",1
"1987:Moonstruck","move",1
"1987:The Last Emperor","move",2
"1988:Working Girl","move",3
"1989:Driving Miss Daisy","move",1
"1990:Awakenings","move",1
"1990:Dances with Wolves","move",2
"1990:Ghost","move",3
"1990:Goodfellas","move",2
"1990:The Godfather Part III","move",1
"1991:Beauty and the Beast","move",2
"1991:The Silence of the Lambs","move",1
"1992:A Few Good Men","move",1
"1992:Unforgiven","move",3
"1993:Schindler's List","move",1
"1993:The Fugitive","move",2
"1993:The Piano","move",1
"1993:The Remains of the Day","move",1
